id,timestamp,batch_id,iteration,operation,algorithm,sym_key_size_bits,sig_algorithm,sig_key_param,input_filename,input_extension,input_mime,input_size_bytes,input_size_kb,input_file_category,input_entropy,output_filename,output_size_bytes,output_size_kb,output_entropy,ciphertext_expansion_pct,enc_time_ms,dec_time_ms,total_time_ms,enc_ram_kb,dec_ram_kb,enc_throughput_kbps,dec_throughput_kbps,aes_key_entropy,chacha_key_entropy,sig_size_bits,sig_valid,entropy_plaintext,entropy_aes_half,entropy_chacha_half,entropy_final,avalanche_pct,avalanche_bits_flipped,avalanche_total_bits,avalanche_deviation,byte_freq_std_dev,chi_squared
op_20260503_154050_ce03,2026-05-03T15:40:50Z,batch_20260503_154047_6b0f,1,both,aes_gcm,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9999,0.0027,1.3807,0.419,1.7997,1028.0,0.0,741652.83,2443979.07,5.0,4.875,0,True,7.9998,7.9996,7.9997,7.9999,49.998,4194257,8388832,0.002,58.8264,216.2781
op_20260503_154051_c1d6,2026-05-03T15:40:51Z,batch_20260503_154047_6b0f,1,both,chacha20_poly1305,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0639,0.594,1.6579,0.0,0.0,962496.41,1723951.81,5.0,4.875,0,True,7.9998,7.9996,7.9997,7.9998,50.007,4195008,8388832,0.007,63.7405,253.9217
op_20260503_154051_7c8f,2026-05-03T15:40:51Z,batch_20260503_154047_6b0f,1,both,chacha20_poly1305,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.128,0.6502,1.7782,0.0,4.0,907801.44,1574942.22,5.0,4.875,0,True,7.9998,7.9996,7.9997,7.9998,50.013,4195485,8388832,0.013,62.5178,244.2735
op_20260503_154051_da52,2026-05-03T15:40:51Z,batch_20260503_154047_6b0f,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9999,0.0027,1.348,0.6837,2.0317,1032.0,0.0,759643.91,1497772.73,5.0,4.875,0,True,7.9998,7.9996,7.9997,7.9999,50.005,4194804,8388832,0.005,56.0965,196.6708
op_20260503_154052_6856,2026-05-03T15:40:52Z,batch_20260503_154047_6b0f,1,both,hybrid,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048640,1024.062,7.9998,0.0061,2.3519,0.6876,3.0395,120.0,0.0,435392.66,1489328.83,5.0,4.875,0,True,7.9998,7.9996,7.9997,7.9998,49.983,2096538,4194528,0.017,63.5672,252.5339
op_20260503_154052_c628,2026-05-03T15:40:52Z,batch_20260503_154047_6b0f,1,both,hybrid,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048896,1024.312,7.9998,0.0305,48.5762,2.722,51.2982,2148.0,1092.0,21080.28,376308.78,5.0,4.875,2048,True,7.9998,7.9996,7.9997,7.9998,50.036,2098762,4194528,0.036,69.7828,304.2592
op_20260503_154052_5ae6,2026-05-03T15:40:52Z,batch_20260503_154047_6b0f,1,both,hybrid,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048711,1024.132,7.9998,0.0129,4.3848,2.6766,7.0614,2072.0,1096.0,233534.03,382624.16,5.0,4.875,568,True,7.9998,7.9996,7.9997,7.9998,49.998,2097175,4194528,0.002,65.9682,271.9527
op_20260503_154211_49d7,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.996,0.0547,0.115,0.1565,0.2715,72.0,52.0,543465.42,319663.48,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.996,49.969,204783,409824,0.031,14.9066,284.2692
op_20260503_154211_64c0,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9961,0.0547,0.0575,0.0375,0.095,0.0,0.0,1069291.31,1334064.77,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9961,49.998,204902,409824,0.002,14.6422,274.2747
op_20260503_154211_faf2,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9964,0.0547,0.0606,0.0435,0.1041,0.0,0.0,1164156.5,1150054.36,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9964,49.981,204834,409824,0.019,14.158,256.4344
op_20260503_154211_3595,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9972,0.0547,0.0562,0.0444,0.1006,0.0,0.0,1105013.06,1126742.26,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9972,49.887,204450,409824,0.113,12.4057,196.887
op_20260503_154211_ff94,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9965,0.0547,0.0638,0.0371,0.1009,0.0,0.0,1046336.99,1348448.35,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9965,50.006,204936,409824,0.006,13.98,250.028
op_20260503_154211_d8c0,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9969,0.0547,0.0762,0.0566,0.1328,0.0,0.0,806333.64,883874.05,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9969,49.824,204192,409824,0.176,12.9923,215.9466
op_20260503_154211_c02d,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9966,0.0547,0.0602,0.0456,0.1058,0.0,0.0,1230892.63,1097090.92,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9966,49.933,204636,409824,0.067,13.6483,238.3044
op_20260503_154211_418a,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9967,0.0547,0.0748,0.0487,0.1235,0.0,0.0,749205.7,1027255.06,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9967,49.887,204447,409824,0.113,13.5662,235.4459
op_20260503_154211_fa4d,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9963,0.0547,0.0864,0.0581,0.1445,0.0,0.0,783480.4,861056.18,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9963,50.055,205136,409824,0.055,14.2942,261.3917
op_20260503_154211_079d,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9969,0.0547,0.0668,0.0506,0.1174,0.0,0.0,896383.91,988681.98,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9969,50.057,205144,409824,0.057,13.2005,222.9228
op_20260503_154211_d15d,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9964,0.0547,0.1209,0.1328,0.2537,0.0,0.0,514271.57,376712.03,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9964,50.027,205021,409824,0.027,14.1365,255.6549
op_20260503_154211_1df4,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9963,0.0547,0.1228,0.0827,0.2055,0.0,0.0,488358.83,604926.06,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9963,50.011,204956,409824,0.011,14.3596,263.7904
op_20260503_154211_be0b,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9969,0.0547,0.085,0.0652,0.1502,0.0,0.0,629412.12,767290.19,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9969,49.927,204612,409824,0.073,13.1448,221.0438
op_20260503_154211_fe21,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9963,0.0547,0.1804,0.1448,0.3252,0.0,0.0,341254.49,345492.57,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9963,49.964,204763,409824,0.036,14.3408,263.1008
op_20260503_154211_0c94,2026-05-03T15:42:11Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9962,0.0547,0.1707,0.1027,0.2734,0.0,0.0,485114.06,487121.32,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9962,49.969,204783,409824,0.031,14.6278,273.735
op_20260503_154212_1a77,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9964,0.0547,0.0643,0.0693,0.1336,0.0,0.0,854343.15,721895.86,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9964,50.044,205091,409824,0.044,14.2122,258.4034
op_20260503_154212_24bc,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9966,0.0547,0.0791,0.0727,0.1518,0.0,0.0,737870.26,688133.19,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9966,49.856,204322,409824,0.144,13.7859,243.1317
op_20260503_154212_ccd9,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51228,50.027,7.9966,0.0547,0.2236,0.0604,0.284,0.0,0.0,381146.31,828267.36,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9966,49.936,204649,409824,0.064,13.6501,238.3643
op_20260503_154212_4221,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,hybrid,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51264,50.062,7.9966,0.125,0.1295,0.1169,0.2464,2.667,0.0,480979.78,428250.79,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9966,50.053,102620,205024,0.053,13.8598,245.573
op_20260503_154212_c39e,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,hybrid,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51264,50.062,7.9965,0.125,0.1051,0.0745,0.1796,0.0,0.0,571261.6,671978.95,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9965,49.825,102153,205024,0.175,13.9219,247.7803
op_20260503_154212_2862,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,hybrid,256,,,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51264,50.062,7.9964,0.125,0.116,0.0871,0.2031,0.0,0.0,477372.2,574770.61,4.9375,5.0,0,True,7.9965,7.9929,7.9922,7.9964,49.973,102457,205024,0.027,14.1854,257.2484
op_20260503_154212_74e1,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,hybrid,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51520,50.312,7.9967,0.625,57.4406,0.4314,57.872,10.667,4.0,873.78,116626.09,4.9375,5.0,2048,True,7.9965,7.9929,7.9922,7.9967,50.192,102905,205024,0.192,13.5937,235.0609
op_20260503_154212_f320,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,hybrid,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51520,50.312,7.9963,0.625,50.8061,0.4574,51.2635,45.333,84.0,984.79,109996.69,4.9375,5.0,2048,True,7.9965,7.9929,7.9922,7.9963,49.967,102445,205024,0.033,14.3443,261.7342
op_20260503_154212_7a4b,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,hybrid,256,RSA,2048,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51520,50.312,7.9965,0.625,50.3399,0.5898,50.9297,21.333,4.0,993.8,85304.35,4.9375,5.0,2048,True,7.9965,7.9929,7.9922,7.9965,49.858,102221,205024,0.142,13.9318,246.8969
op_20260503_154212_5054,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,hybrid,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51335,50.132,7.9965,0.2637,0.8055,0.5824,1.3879,6.667,0.0,71989.6,86078.01,4.9375,5.0,568,True,7.9965,7.9929,7.9922,7.9965,49.854,102213,205024,0.146,14.0267,251.1768
op_20260503_154212_638f,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,hybrid,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51335,50.132,7.9968,0.2637,0.4999,0.5343,1.0342,1.333,0.0,103578.67,93827.13,4.9375,5.0,568,True,7.9965,7.9929,7.9922,7.9968,50.002,102517,205024,0.002,13.2494,224.1081
op_20260503_154212_b886,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,hybrid,256,ECDSA,P-256,synthetic_50kb.bin,.bin,application/octet-stream,51200,50.0,other,7.9965,synthetic_50kb.bin.enc,51334,50.131,7.9959,0.2617,0.7448,0.4729,1.2177,1.333,0.0,70334.46,106007.32,4.9375,5.0,560,True,7.9965,7.9929,7.9922,7.9959,50.014,102540,205024,0.014,15.0091,287.5966
op_20260503_154212_ad6d,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9825,0.2734,0.0494,0.0326,0.082,10.667,32.0,366242.34,307587.09,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9825,50.074,41133,82144,0.074,6.244,248.843
op_20260503_154212_c5fb,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9839,0.2734,0.0596,0.0284,0.088,0.0,0.0,273913.51,353074.24,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9839,49.904,40993,82144,0.096,5.9434,225.457
op_20260503_154212_faeb,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.982,0.2734,0.0573,0.0382,0.0955,0.0,0.0,315378.49,262496.31,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.982,50.122,41172,82144,0.122,6.3174,254.7269
op_20260503_154212_ddbf,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9826,0.2734,0.0401,0.0253,0.0654,0.0,0.0,379885.6,396336.5,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9826,50.091,41147,82144,0.091,6.1957,245.0035
op_20260503_154212_0bac,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.985,0.2734,0.0457,0.028,0.0737,0.0,0.0,340840.17,358119.67,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.985,50.226,41258,82144,0.226,5.8219,216.3319
op_20260503_154212_feba,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9824,0.2734,0.0377,0.0215,0.0592,0.0,0.0,372479.7,466389.58,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9824,50.043,41107,82144,0.043,6.2215,247.0479
op_20260503_154212_4ed6,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.982,0.2734,0.0409,0.0154,0.0563,0.0,0.0,433313.72,651126.18,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.982,50.152,41197,82144,0.152,6.3044,253.6798
op_20260503_154212_e65e,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9821,0.2734,0.0854,0.0433,0.1287,0.0,0.0,236596.86,231578.48,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9821,49.841,40941,82144,0.159,6.2415,248.6436
op_20260503_154212_8f6e,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9837,0.2734,0.0394,0.0231,0.0625,0.0,0.0,356103.6,434083.03,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9837,49.935,41019,82144,0.065,6.025,231.6899
op_20260503_154212_46ab,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9787,0.2734,0.0624,0.0285,0.0909,0.0,0.0,250637.42,351836.82,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9787,49.875,40969,82144,0.125,6.8605,300.402
op_20260503_154212_92e0,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9827,0.2734,0.0358,0.0221,0.0579,0.0,0.0,369253.2,453727.29,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9827,49.876,40970,82144,0.124,6.2259,247.397
op_20260503_154212_aa51,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.978,0.2734,0.0413,0.0219,0.0632,0.0,0.0,338267.98,457868.53,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.978,50.101,41155,82144,0.101,6.9397,307.3829
op_20260503_154212_7167,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9838,0.2734,0.0663,0.0279,0.0942,0.0,0.0,311721.46,359403.26,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9838,49.927,41012,82144,0.073,6.0023,229.9447
op_20260503_154212_2d79,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9794,0.2734,0.0331,0.0202,0.0533,0.0,0.0,399333.62,496402.24,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9794,50.387,41390,82144,0.387,6.6851,285.2435
op_20260503_154212_7371,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9817,0.2734,0.0381,0.0219,0.06,0.0,0.0,426472.11,457870.96,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9817,50.231,41262,82144,0.231,6.3649,258.5664
op_20260503_154212_3f1c,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9837,0.2734,0.043,0.024,0.067,0.0,0.0,420436.09,417804.83,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9837,50.062,41123,82144,0.062,6.0016,229.8948
op_20260503_154212_2185,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9807,0.2734,0.0462,0.0395,0.0857,0.0,0.0,301863.05,253857.12,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9807,49.839,40940,82144,0.161,6.5033,269.9353
op_20260503_154212_f980,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10268,10.027,7.9832,0.2734,0.045,0.03,0.075,0.0,0.0,343123.3,334244.84,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9832,49.927,41012,82144,0.073,6.1132,238.5212
op_20260503_154212_11d2,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,1,both,hybrid,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10304,10.062,7.9851,0.625,0.0628,0.0419,0.1047,0.0,0.0,278036.58,240155.3,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9851,50.104,20635,41184,0.104,5.7703,211.7764
op_20260503_154212_6945,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,2,both,hybrid,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10304,10.062,7.9834,0.625,0.0772,0.0543,0.1315,0.0,0.0,154542.46,185313.25,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9834,50.034,20606,41184,0.034,6.1326,239.205
op_20260503_154212_41ba,2026-05-03T15:42:12Z,batch_20260503_154211_3cb1,3,both,hybrid,256,,,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10304,10.062,7.9782,0.625,0.07,0.0438,0.1138,0.0,0.0,198895.2,229737.53,4.9375,5.0,0,True,7.9805,7.9527,7.9672,7.9782,49.801,20510,41184,0.199,6.9844,310.2609
op_20260503_154213_f248,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,hybrid,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10560,10.312,7.9794,3.125,50.1678,0.2668,50.4346,12.0,0.0,199.49,38652.54,4.9375,5.0,2048,True,7.9805,7.9527,7.9672,7.9794,49.745,20487,41184,0.255,6.9395,298.8606
op_20260503_154213_8caf,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,hybrid,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10560,10.312,7.9831,3.125,52.1995,0.5332,52.7327,6.667,0.0,192.01,19340.77,4.9375,5.0,2048,True,7.9805,7.9527,7.9672,7.9831,49.9,20551,41184,0.1,6.348,250.0848
op_20260503_154213_f109,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,3,both,hybrid,256,RSA,2048,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10560,10.312,7.9822,3.125,54.8771,0.4115,55.2886,0.0,12.0,182.37,25060.75,4.9375,5.0,2048,True,7.9805,7.9527,7.9672,7.9822,50.33,20728,41184,0.33,6.4566,258.7152
op_20260503_154213_1f1d,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,hybrid,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10375,10.132,7.9811,1.3184,0.4171,0.2357,0.6528,4.0,0.0,27945.2,42986.16,4.9375,5.0,568,True,7.9805,7.9527,7.9672,7.9811,50.121,20642,41184,0.121,6.5401,270.1832
op_20260503_154213_6926,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,hybrid,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10376,10.133,7.9806,1.3281,0.4262,0.233,0.6592,1.333,0.0,30214.94,43488.46,4.9375,5.0,576,True,7.9805,7.9527,7.9672,7.9806,49.876,20541,41184,0.124,6.6455,278.9391
op_20260503_154213_40f7,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,3,both,hybrid,256,ECDSA,P-256,synthetic_10kb.bin,.bin,application/octet-stream,10240,10.0,other,7.9805,synthetic_10kb.bin.enc,10374,10.131,7.9811,1.3086,0.7028,0.4367,1.1395,0.0,0.0,14758.23,23198.67,4.9375,5.0,560,True,7.9805,7.9527,7.9672,7.9811,50.204,20676,41184,0.204,6.5758,273.1718
